  .571381524  .125564385
  .594092121  .127660369
  .617571352  .12978002
  .641840928  .131922402
  .666922657  .134086583
  .69283843  .136271641
  .719610209  .138476664
  .747260011  .140700754
  .775809895  .142943027
  .805281951  .145202615
  .835698287  .147478666
  .867081018  .149770348
  .899452256  .152076847
  .932834096  .154397368
  .967248613  .156731138
  1.00271785  .1590774
  1.03926379  .16143542
  1.0769084  .163804485
  1.11567355  .166183901
  1.15558107  .168572981
  1.19639296  .169912234
  1.23800036  .171823312
  1.28060918  .173911594
  1.3242939  .176089617
  1.36910496  .178326053
  1.41508278  .180604929
  1.46226238  .182916575
  1.51067539  .185254479
  1.56035114  .187613935
  1.61131731  .189991359
  1.66360025  .192383916
  1.71722533  .194789291
  1.77221705  .197205551
  1.82859919  .199631051
  1.88639495  .202064368
  1.94562696  .204504253
  2.00631736  .206949601
  2.06848785  .209399425
  2.13215973  .211852835
  2.19735393  .214309024
  2.264091  .216767256
  2.33239118  .219226856
  2.40227437  .221687205
  2.47376017  .224147727
  2.5468679  .226607893
  2.62161659  .229067207
  2.69802498  .231525209
  2.77611157  .233981469
  2.85589458  .236435584
  2.93739199  .238887176
  3.02062152  .241335892
  3.10560066  .243781396
  3.19234665  .246223375
  3.2808765  .248661532
  3.37120699  .251095588
  3.46335468  .253525279
  3.55733588  .255950354
  3.65316671  .258370577
  3.75086305  .260785724
  3.85044058  .263195583
  3.95191475  .265599953
  4.05530083  .267998643
  4.16061384  .270391472
  4.26786862  .272778268
  4.37707981  .275158868
  4.48826183  .277533118
  4.60142891  .279900871
  4.71659509  .282261986
  4.8337742  .284616332
  4.95297988  .286963782
  5.07422559  .289304217
  5.19752458  .291637523
  5.32288993  .293963593
  5.45033453  .296282324
  5.57987106  .298593619
  5.71151207  .300897387
  5.84526987  .303193539
  5.98115662  .305481993
  6.11918431  .307762671
  6.25936474  .310035497
  6.40170954  .312300403
  6.54623015  .31455732
  6.69293787  .316806187
  6.84184381  .319046944
  6.99295891  .321279535
  7.14629395  .323503907
  7.30185954  .325720011
  7.45966614  .327927798
  7.61972402  .330127227
  7.78204333  .332318254
  7.94663402  .334500842
  8.11350591  .336674955
  8.28266864  .338840559
  8.45413173  .340997622
  8.62790451  .343146115
  8.80399617  .345286012
  8.98241577  .347417286
