  2.8226E-13  5.6044E-08
  3.433E-13  6.2882E-08
  4.1696E-13  7.0556E-08
  5.0615E-13  7.9166E-08
  6.141E-13  8.8826E-08
  7.4466E-13  9.9663E-08
  9.0245E-13  1.1182E-07
  1.0931E-12  1.2547E-07
  1.3233E-12  1.4078E-07
  1.601E-12  1.5796E-07
  1.9359E-12  1.7723E-07
  2.3395E-12  1.9886E-07
  2.8254E-12  2.2312E-07
  3.4102E-12  2.5034E-07
  4.1135E-12  2.8089E-07
  4.9585E-12  3.1516E-07
  5.9733E-12  3.5362E-07
  7.1907E-12  3.9677E-07
  8.6512E-12  4.4518E-07
  1.04E-11  4.9951E-07
  1.2494E-11  5.6046E-07
  1.4999E-11  6.2882E-07
  1.7993E-11  7.0556E-07
  2.1568E-11  7.9166E-07
  2.5834E-11  8.8826E-07
  3.0921E-11  9.9669E-07
  3.698E-11  1.1183E-06
  4.4194E-11  1.2547E-06
  5.2771E-11  1.4079E-06
  6.2963E-11  1.5796E-06
  7.5072E-11  1.7724E-06
  8.9427E-11  1.9887E-06
  1.0645E-10  2.2313E-06
  1.2661E-10  2.5036E-06
  1.5048E-10  2.8091E-06
  1.787E-10  3.1519E-06
  2.1206E-10  3.5365E-06
  2.5145E-10  3.968E-06
  2.9794E-10  4.4522E-06
  3.5276E-10  4.9956E-06
  4.1737E-10  5.6051E-06
  4.9345E-10  6.2893E-06
  5.83E-10  7.0567E-06
  6.8837E-10  7.9178E-06
  8.122E-10  8.8837E-06
  9.5762E-10  9.968E-06
  1.1285E-09  1.1184E-05
  1.329E-09  1.255E-05
  1.5642E-09  1.4081E-05
  1.84E-09  1.5799E-05
  2.1632E-09  1.7727E-05
  2.5418E-09  1.989E-05
  2.9852E-09  2.2318E-05
  3.5042E-09  2.5041E-05
  4.1114E-09  2.8097E-05
  4.8216E-09  3.1526E-05
  5.652E-09  3.5373E-05
  6.6228E-09  3.969E-05
  7.7568E-09  4.4534E-05
  9.0819E-09  4.9969E-05
  1.0629E-08  5.6068E-05
  1.2435E-08  6.291E-05
  1.4544E-08  7.059E-05
  1.7003E-08  7.9206E-05
  1.9873E-08  8.8871E-05
  2.3221E-08  9.9714E-05
  2.7123E-08  .00011189
  3.1673E-08  .00012554
  3.6977E-08  .00014086
  4.3156E-08  .00015806
  5.0356E-08  .00017735
  5.8742E-08  .000199
  6.8506E-08  .00022328
  7.9878E-08  .00025054
  9.3122E-08  .00028112
  1.0853E-07  .00031543
  1.2646E-07  .00035394
  1.4733E-07  .00039714
  1.716E-07  .00044562
  1.9983E-07  .00050001
  2.3266E-07  .00056106
  2.7083E-07  .00062955
  3.152E-07  .0007064
  3.6678E-07  .00079262
  4.267E-07  .00088938
  4.9633E-07  .00099798
  5.7721E-07  .0011198
  6.7114E-07  .0012565
  7.8018E-07  .0014099
  9.0682E-07  .001582
  1.0538E-06  .0017752
  1.2243E-06  .001992
  1.4222E-06  .0022352
  1.6516E-06  .0025081
  1.9177E-06  .0028144
  2.2263E-06  .003158
  2.5839E-06  .0035436
  2.9983E-06  .0039764
  3.4783E-06  .0044619
  4.0343E-06  .0050068
  4.6781E-06  .0056184
  5.4233E-06  .0063045
  6.2857E-06  .0070747
  7.2831E-06  .0079385
  8.4365E-06  .0089078
  9.7703E-06  .0099961
  1.1311E-05  .011217
  1.3092E-05  .012587
  1.5148E-05  .014125
  1.7522E-05  .01585
  2.026E-05  .017787
  2.342E-05  .01996
  2.7062E-05  .022398
  3.1258E-05  .025135
  3.6092E-05  .028206
  4.1657E-05  .031652
  4.806E-05  .03552
  5.5423E-05  .03986
  6.3887E-05  .044731
  7.3605E-05  .050197
  8.4765E-05  .05633
  9.756E-05  .063219
  .00011223  .070943
  .00012903  .079615
  .00014826  .089348
  .00017024  .10026
  .00019536  .11252
  .00022402  .12628
  .0002567  .14172
  .00029391  .15904
  .00033624  .17849
  .00038432  .20031
  .00043885  .2248
  .00049218  .25229
  .00053118  .28313
  .00056027  .31775
  .00059088  .35659
  .00062508  .40017
  .00066421  .44908
  .00070409  .50396
  .00074766  .56555
  .00080227  .63466
  .000865  .71218
  .00093565  .79918
  .0010167  .89684
  .0011128  1.0064
  .0012254  1.1293
  .0013556  1.2673
  .001508  1.4221
  .0016855  1.5958
  .001892  1.7907
  .0021324  2.0095
  .0024125  2.255
  .0027382  2.5304
  .0031165  2.8395
  .0035557  3.1864
  .0040647  3.5756
  .0046542  4.0125
  .0053356  4.5027
  .0061226  5.0528
  .0070303  5.6701
  .0080758  6.3628
  .0092791  7.1403
  .010664  8.0126
  .012258  8.992
  .014095  10.091
  .016216  11.324
  .018677  12.708
  .021546  14.26
  .024921  16.004
  .028935  17.959
  .033777  20.155
  .039716  22.619
  .047138  25.383
  .056598  28.487
  .068893  31.971
  .085152  35.881
  .10698  40.271
  .13657  45.199
  .17691  50.733
  .23167  56.947
  .30567  63.931
  .39813  70.943
  .47796  75.7
  .56897  80.468
