  .571381524  85.8393951
  .594092121  87.2561013
  .617571352  88.6731782
  .641840928  90.0906323
  .666922657  91.5084701
  .69283843  92.9266984
  .719610209  94.3453241
  .747260011  95.7643541
  .775809895  97.1837955
  .805281951  98.6036556
  .835698287  100.023942
  .867081018  101.444661
  .899452256  102.865822
  .932834096  104.287431
  .967248613  105.709496
  1.00271785  107.132026
  1.03926379  108.555027
  1.0769084  109.978508
  1.11567355  111.402478
  1.15558107  112.826944
  1.19639296  114.251913
  1.23800036  115.677388
  1.28060918  117.103376
  1.3242939  118.529881
  1.36910496  119.956911
  1.41508278  121.384474
  1.46226238  122.812576
  1.51067539  124.241226
  1.56035114  125.670432
  1.61131731  127.100202
  1.66360025  128.530543
  1.71722533  129.961464
  1.77221705  131.392974
  1.82859919  132.825081
  1.88639495  134.257794
  1.94562696  135.691121
  2.00631736  137.125071
  2.06848785  138.559652
  2.13215973  139.994874
  2.19735393  141.430745
  2.264091  142.867274
  2.33239118  144.304469
  2.40227437  145.742341
  2.47376017  147.180897
  2.5468679  148.620147
  2.62161659  150.060099
  2.69802498  151.500762
  2.77611157  152.942146
  2.85589458  154.384258
  2.93739199  155.827109
  3.02062152  157.270708
  3.10560066  158.715062
  3.19234665  160.160181
  3.2808765  161.606075
  3.37120699  163.052751
  3.46335468  164.500219
  3.55733588  165.948488
  3.65316671  167.397566
  3.75086305  168.847463
  3.85044058  170.298187
  3.95191475  171.749747
  4.05530083  173.202152
  4.16061384  174.655411
  4.26786862  176.109533
  4.37707981  177.564526
  4.48826183  179.020399
  4.60142891  180.47716
  4.71659509  181.93482
  4.8337742  183.393385
  4.95297988  184.852865
  5.07422559  186.313268
  5.19752458  187.774603
  5.32288993  189.236879
  5.45033453  190.700104
  5.57987106  192.164286
  5.71151207  193.629434
  5.84526987  195.095556
  5.98115662  196.562661
  6.11918431  198.030757
  6.25936474  199.499852
  6.40170954  200.969955
  6.54623015  202.441074
  6.69293787  203.913217
  6.84184381  205.386392
  6.99295891  206.860607
  7.14629395  208.335871
  7.30185954  209.812192
  7.45966614  211.289577
  7.61972402  212.768034
  7.78204333  214.247572
  7.94663402  215.728199
  8.11350591  217.209921
  8.28266864  218.692748
  8.45413173  220.176686
  8.62790451  221.661744
  8.80399617  223.14793
  8.98241577  224.63525
  9.16317219  226.123713
  9.34627419  227.613326
  9.53173036  229.104097
  9.71954915  230.596033
  9.90973889  232.089142
  10.1023077  233.583431
  10.2972637  235.078907
  10.4946147  236.575578
  10.6943685  238.073452
  10.8965327  239.572535
  11.1011147  241.072834
  11.308122  242.574357
  11.5175616  244.077111
  11.7294408  245.581103
  11.9437664  247.08634
  12.1605453  248.592829
  12.3797841  250.100578
  12.6014894  251.609592
  12.8256677  253.119879
  13.0523252  254.631445
  13.2814682  256.144298
  13.5131027  257.658445
  13.7472346  259.173891
  13.9838698  260.690643
  14.2230139  262.208709
  14.4646726  263.728095
  14.7088513  265.248807
  14.9555554  266.770852
  15.2047901  268.294237
  15.4565604  269.818967
  15.7108715  271.345049
  15.9677283  272.872489
  16.2271354  274.401295
  16.4890975  275.931471
  16.7536193  277.463024
  17.0207052  278.995961
  17.2903596  280.530288
  17.5625865  282.06601
  17.8373903  283.603134
  18.114775  285.141665
  18.3947443  286.68161
  18.6773023  288.222975
  18.9624526  289.765765
  19.2501988  291.309986
  19.5405444  292.855644
  19.8334929  294.402746
  20.1290476  295.951296
  20.4272117  297.5013
  20.7279883  299.052764
  21.0313805  300.605693
  21.3373912  302.160094
  21.6460233  303.715971
  21.9572794  305.273331
  22.2711623  306.832178
  22.5876745  308.392517
  22.9068184  309.954356
  23.2285966  311.517698
  23.5530111  313.082548
  23.8800644  314.648913
  24.2097584  316.216798
  24.5420952  317.786207
  24.8770768  319.357146
  25.2147049  320.929619
  25.5549814  322.503633
  25.897908  324.079191
  26.2434862  325.656299
